station_code,station_name,station_type,query,altitude,latitude,longitude,county,river_basin,data_source
HYS,HUYSINK,daily,/cgi-progs/queryDaily?HYS,6600,39.282,120.527,PLACER,AMERICAN R,http://cdec.water.ca.gov/
ICH,ICE HOUSE (SMUD),daily,/cgi-progs/queryDaily?ICH,5454,38.824,120.359,EL DORADO,AMERICAN R,http://cdec.water.ca.gov/
IDC,INDEPENDENCE CAMP,daily,/cgi-progs/queryDaily?IDC,7000,39.454,120.299,SIERRA,TRUCKEE R,http://cdec.water.ca.gov/
INN,INDEPENDENCE CREEK,daily,/cgi-progs/queryDaily?INN,6500,39.494,120.293,SIERRA,TRUCKEE R,http://cdec.water.ca.gov/
IDP,INDEPENDENCE LAKE (SCS),daily,/cgi-progs/queryDaily?IDP,8450,39.435,120.322,NEVADA,TRUCKEE R,http://cdec.water.ca.gov/
INP,INDEPENDENCE LAKE NEAR TRUCKEE,daily,/cgi-progs/queryDaily?INP,6921,39.452,120.29,SIERRA,TRUCKEE R,http://cdec.water.ca.gov/
INV,INDIAN VALLEY,daily,/cgi-progs/queryDaily?INV,1502,39.083,122.533,LAKE,CACHE CR,http://cdec.water.ca.gov/
IWC,INDIAN WELLS CANYON,daily,/cgi-progs/queryDaily?IWC,4000,35.685,117.8894,KERN,MOJAVE DESERT,http://cdec.water.ca.gov/
ISB,ISABELLA DAM,daily,/cgi-progs/queryDaily?ISB,2635,35.646,118.473,KERN,KERN R,http://cdec.water.ca.gov/
JAR,JARBO GAP,daily,/cgi-progs/queryDaily?JAR,2700,39.736,121.489,BUTTE,FEATHER R,http://cdec.water.ca.gov/
JWB,JAWBONE,daily,/cgi-progs/queryDaily?JWB,4300,35.295,118.226,KERN,MOJAVE DESERT,http://cdec.water.ca.gov/
JER,JERSEY POINT,daily,/cgi-progs/queryDaily?JER,0,38.053,121.688,CONTRA COSTA,DELTA,http://cdec.water.ca.gov/
JSD,JERSEYDALE,daily,/cgi-progs/queryDaily?JSD,3900,37.542,119.84,MARIPOSA,MERCED R,http://cdec.water.ca.gov/
JNR,JOHNSON RANCH,daily,/cgi-progs/queryDaily?JNR,2042,37.6667,121.604,ALAMEDA,EAST BAY,http://cdec.water.ca.gov/
JDP,JORDAN PEAK,daily,/cgi-progs/queryDaily?JDP,6812,40.036,120.2889,PLUMAS,FEATHER R,http://cdec.water.ca.gov/
JCR,JUDGE F CARR PH,daily,/cgi-progs/queryDaily?JCR,9999,40.647,122.626,SHASTA,SACTO VLY WEST,http://cdec.water.ca.gov/
JUL,JULIAN,daily,/cgi-progs/queryDaily?JUL,4240,33.076,116.591,SAN DIEGO,SAN DIEGO R,http://cdec.water.ca.gov/
JNC,JUNCTION,daily,/cgi-progs/queryDaily?JNC,4468,38.853,120.453,EL DORADO,AMERICAN R,http://cdec.water.ca.gov/
JUC,JUNIPER CREEK,daily,/cgi-progs/queryDaily?JUC,4700,41.328,120.467,MODOC,PIT R,http://cdec.water.ca.gov/
KSP,KAISER POINT,daily,/cgi-progs/queryDaily?KSP,9200,37.3,119.1,FRESNO,SAN JOAQUIN R,http://cdec.water.ca.gov/
KNW,KEENWILD,daily,/cgi-progs/queryDaily?KNW,4920,33.714,116.714,RIVERSIDE,SAN JACINTO R,http://cdec.water.ca.gov/
KLL,KELLY RIDGE POWER PLANT,daily,/cgi-progs/queryDaily?KLL,180,39.533,121.483,BUTTE,FEATHER R,http://cdec.water.ca.gov/
KCP,KERN CANYON PH (OBSERVER),daily,/cgi-progs/queryDaily?KCP,702,35.441,118.441,KERN,KERN R,http://cdec.water.ca.gov/
KPH,KERN CANYON PH (PG&E),daily,/cgi-progs/queryDaily?KPH,570,35.433,118.783,KERN,KERN R,http://cdec.water.ca.gov/
KR1,KERN PH 1,daily,/cgi-progs/queryDaily?KR1,1000,35.46,118.77,KERN,KERN R,http://cdec.water.ca.gov/
KP3,KERN PH 3,daily,/cgi-progs/queryDaily?KP3,2703,35.783,118.433,KERN,KERN R,http://cdec.water.ca.gov/
KR3,KERN R INTAKE NO. 3,daily,/cgi-progs/queryDaily?KR3,3650,35.95,118.48,KERN,KERN R,http://cdec.water.ca.gov/
KRN,KERNVILLE (USFS),daily,/cgi-progs/queryDaily?KRN,2720,35.755,118.425,KERN,KERN R,http://cdec.water.ca.gov/
KWK,KESWICK (WATER QUALITY),daily,/cgi-progs/queryDaily?KWK,596,40.6009826660156,122.444458007812,SHASTA,SACRAMENTO R,http://cdec.water.ca.gov/
KES,KESWICK RESERVOIR,daily,/cgi-progs/queryDaily?KES,596,40.601,122.443,SHASTA,SACRAMENTO R,http://cdec.water.ca.gov/
KET,KETTENPOM,daily,/cgi-progs/queryDaily?KET,3468,40.15,123.467,TRINITY,EEL R,http://cdec.water.ca.gov/
KTL,KETTLE ROCK,daily,/cgi-progs/queryDaily?KTL,7300,40.14,120.715,PLUMAS,FEATHER R,http://cdec.water.ca.gov/
KTT,KETTLEMAN HILLS,daily,/cgi-progs/queryDaily?KTT,810,36.033,120.057,KINGS,TULARE LAKE,http://cdec.water.ca.gov/
KLR,KILARC PH,daily,/cgi-progs/queryDaily?KLR,2650,40.683,121.867,SHASTA,SACTO VLY NE,http://cdec.water.ca.gov/
TUR,KLAMATH R NR KLAMATH (TURWAR CREEK),daily,/cgi-progs/queryDaily?TUR,6,41.515,123.999,DEL NORTE,KLAMATH R,http://cdec.water.ca.gov/
OLS,KLAMATH RIVER AT ORLEANS,daily,/cgi-progs/queryDaily?OLS,430,41.3034591674805,123.53450012207,HUMBOLDT,KLAMATH R,http://cdec.water.ca.gov/
KNK,KLAMATH RIVER NEAR KLAMATH,daily,/cgi-progs/queryDaily?KNK,60,41.5109558105469,123.979515075684,DEL NORTE,KLAMATH R,http://cdec.water.ca.gov/
KNO,KNOXVILLE CREEK,daily,/cgi-progs/queryDaily?KNO,2200,38.8619,122.4172,LAKE,PUTAH CR,http://cdec.water.ca.gov/
LA1,LA COUNTY PORTABLE RAWS,daily,/cgi-progs/queryDaily?LA1,960,34.258,118.406,LOS ANGELES,LOS ANGELES R,http://cdec.water.ca.gov/
LPZ,LA PANZA,daily,/cgi-progs/queryDaily?LPZ,1650,35.3806,120.1881,SAN LUIS OBISPO,SALINAS R,http://cdec.water.ca.gov/
LAP,LA PORTE (DWR),daily,/cgi-progs/queryDaily?LAP,4980,39.681,120.983,PLUMAS,FEATHER R,http://cdec.water.ca.gov/
LDB,LADDER BUTTE,daily,/cgi-progs/queryDaily?LDB,5700,40.817,121.317,LASSEN,PIT R,http://cdec.water.ca.gov/
ALM,LAKE ALMANOR,daily,/cgi-progs/queryDaily?ALM,4600,40.218,121.173,PLUMAS,FEATHER R,http://cdec.water.ca.gov/
DAV,LAKE DAVIS (DWR),daily,/cgi-progs/queryDaily?DAV,5768,39.883,120.467,PLUMAS,FEATHER R,http://cdec.water.ca.gov/
LOS,LAKE LOIS,daily,/cgi-progs/queryDaily?LOS,8600,38.925,120.197,EL DORADO,AMERICAN R,http://cdec.water.ca.gov/
NAT,LAKE NATOMA  (NIMBUS DAM),daily,/cgi-progs/queryDaily?NAT,132,38.65,121.183,SACRAMENTO,AMERICAN R,http://cdec.water.ca.gov/
LPA,LAKE PALMDALE,daily,/cgi-progs/queryDaily?LPA,2980,34.5372,118.1014,LOS ANGELES,MOJAVE DESERT,http://cdec.water.ca.gov/
LPY,LAKE PILLSBURY NR POTTER VLY 24HR AVG,daily,/cgi-progs/queryDaily?LPY,1828,39.4083,122.9583,LAKE,EEL R,http://cdec.water.ca.gov/
LSP,LAKE SPAULDING (PG&E),daily,/cgi-progs/queryDaily?LSP,5156,39.317,120.633,NEVADA,YUBA R,http://cdec.water.ca.gov/
SPN,LAKE SPAULDING (PRECIP),daily,/cgi-progs/queryDaily?SPN,5160,39.317,120.633,NEVADA,YUBA R,http://cdec.water.ca.gov/
LVC,LAKE VALLEY CANAL,daily,/cgi-progs/queryDaily?LVC,5410,39.299,120.642,PLACER,AMERICAN R,http://cdec.water.ca.gov/
LVY,LAKE VALLEY RESERVOIR,daily,/cgi-progs/queryDaily?LVY,5855,39.3,120.583,PLACER,AMERICAN R,http://cdec.water.ca.gov/
WSH,LAKE WISHON,daily,/cgi-progs/queryDaily?WSH,6550,37.011,118.983,FRESNO,KINGS R,http://cdec.water.ca.gov/
LKS,LAKESHORE,daily,/cgi-progs/queryDaily?LKS,1100,40.867,122.383,SHASTA,SACRAMENTO R,http://cdec.water.ca.gov/
LSF,LAS FLORES-CAMP PENDELTON,daily,/cgi-progs/queryDaily?LSF,100,33.289,117.439,SAN DIEGO,SANTA MARGARITA R,http://cdec.water.ca.gov/
LTB,LAS TABLAS,daily,/cgi-progs/queryDaily?LTB,900,35.656387,120.924164,SAN LUIS OBISPO,SALINAS R,http://cdec.water.ca.gov/
LTR,LAS TRAMPAS,daily,/cgi-progs/queryDaily?LTR,1760,37.834,122.067,CONTRA COSTA,EAST BAY,http://cdec.water.ca.gov/
LAS,LASSEN LODGE,daily,/cgi-progs/queryDaily?LAS,4120,40.35,121.7,TEHAMA,SACRAMENTO R,http://cdec.water.ca.gov/
LRM,LAURAL MOUNTAIN,daily,/cgi-progs/queryDaily?LRM,4390,35.4783,117.6992,KERN,CHINA LAKE,http://cdec.water.ca.gov/
LAY,LAYTONVILLE,daily,/cgi-progs/queryDaily?LAY,1838,39.702,123.485,MENDOCINO,EEL R,http://cdec.water.ca.gov/
LVT,LEAVITT LAKE,daily,/cgi-progs/queryDaily?LVT,9600,38.282,119.621,MONO,WALKER R,http://cdec.water.ca.gov/
LVM,LEAVITT MEADOWS,daily,/cgi-progs/queryDaily?LVM,7200,38.305,119.552,MONO,WALKER R,http://cdec.water.ca.gov/
LCL,LEO CARRILLO STATE PARK,daily,/cgi-progs/queryDaily?LCL,50,34.046,118.936,LOS ANGELES,VENTURA LA COASTAL,http://cdec.water.ca.gov/
LEW,LEWISTON,daily,/cgi-progs/queryDaily?LEW,1870,40.727,122.793,TRINITY,TRINITY R,http://cdec.water.ca.gov/
LBR,LIBERTY ROAD,daily,/cgi-progs/queryDaily?LBR,100,38.283,122.7,SONOMA,PETALUMA R,http://cdec.water.ca.gov/
LIC,LICHAU CREEK,daily,/cgi-progs/queryDaily?LIC,600,38.317,122.633,SONOMA,PETALUMA R,http://cdec.water.ca.gov/
LCN,LINCOLN,daily,/cgi-progs/queryDaily?LCN,200,38.882,121.272,PLACER,AMERICAN R,http://cdec.water.ca.gov/
LGV,LITTLE GRASS VALLEY,daily,/cgi-progs/queryDaily?LGV,5047,39.724,121.019,PLUMAS,FEATHER R,http://cdec.water.ca.gov/
LTJ,LITTLE TUJUNGA,daily,/cgi-progs/queryDaily?LTJ,1390,34.294,118.361,LOS ANGELES,LOS ANGELES R,http://cdec.water.ca.gov/
LVO,LIVE OAK CANYON - LIVE OAK DAM,daily,/cgi-progs/queryDaily?LVO,1510,34.134,117.744,LOS ANGELES,LOS ANGELES R,http://cdec.water.ca.gov/
LBD,LOBDELL LAKE,daily,/cgi-progs/queryDaily?LBD,9200,38.44,119.377,MONO,WALKER R,http://cdec.water.ca.gov/
LDG,LODGEPOLE,daily,/cgi-progs/queryDaily?LDG,6735,36.6,118.733,TULARE,KAWEAH R,http://cdec.water.ca.gov/
LGS,LOG SPRING,daily,/cgi-progs/queryDaily?LGS,5100,39.833,122.783,TEHAMA,SACTO VLY WEST,http://cdec.water.ca.gov/
LON,LOON LAKE (SMUD),daily,/cgi-progs/queryDaily?LON,6410,38.983,120.323,EL DORADO,AMERICAN R,http://cdec.water.ca.gov/
USC,LOS ANGELES / USC,daily,/cgi-progs/queryDaily?USC,185,34.021667,118.291389,LOS ANGELES,LOS ANGELES R,http://cdec.water.ca.gov/
LBN,LOS BANOS (CDF),daily,/cgi-progs/queryDaily?LBN,350,37.053,121.049,MERCED,SAN JOAQUIN R,http://cdec.water.ca.gov/
LTH,LOST HORSE,daily,/cgi-progs/queryDaily?LTH,4100,34.017,116.183,RIVERSIDE,WHITEWATER R,http://cdec.water.ca.gov/
KIB,LOWER KIBBIE RIDGE,daily,/cgi-progs/queryDaily?KIB,6700,38.032,119.877,TUOLUMNE,TUOLUMNE R,http://cdec.water.ca.gov/
LLP,LOWER LASSEN PEAK,daily,/cgi-progs/queryDaily?LLP,8250,40.468,121.507,SHASTA,FEATHER R,http://cdec.water.ca.gov/
REL,LOWER RELIEF VALLEY,daily,/cgi-progs/queryDaily?REL,8100,38.243,119.758,TUOLUMNE,STANISLAUS R,http://cdec.water.ca.gov/
LYS,LYONS RESERVOIR,daily,/cgi-progs/queryDaily?LYS,4134,38.094,120.166,TUOLUMNE,STANISLAUS R,http://cdec.water.ca.gov/
LYO,LYONS VALLEY,daily,/cgi-progs/queryDaily?LYO,3200,39.125,123.071,LAKE,RUSSIAN R,http://cdec.water.ca.gov/
LYC,LYTLE CREEK,daily,/cgi-progs/queryDaily?LYC,2792,34.234,117.48,SAN BERNARDINO,SANTA ANA R,http://cdec.water.ca.gov/
MDF,MAD RIVER (USFS),daily,/cgi-progs/queryDaily?MDF,2775,40.463,123.524,TRINITY,MAD R,http://cdec.water.ca.gov/
ARC,MAD RIVER NEAR ARCATA,daily,/cgi-progs/queryDaily?ARC,33,40.9098510742188,124.060615539551,HUMBOLDT,MAD R,http://cdec.water.ca.gov/
MGN,MAGOON,daily,/cgi-progs/queryDaily?MGN,3150,37.4894,119.8125,MARIPOSA,FRESNO R,http://cdec.water.ca.gov/
MLB,MALIBU,daily,/cgi-progs/queryDaily?MLB,1575,34.0617,118.644,LOS ANGELES,VENTURA LA COASTAL,http://cdec.water.ca.gov/
MCY,MALIBU CANYON,daily,/cgi-progs/queryDaily?MCY,610,34.0839,118.7033,LOS ANGELES,VENTURA LA COASTAL,http://cdec.water.ca.gov/
MLR,MALLORY RIDGE,daily,/cgi-progs/queryDaily?MLR,2040,37.817,121.779,CONTRA COSTA,DELTA,http://cdec.water.ca.gov/
MAM,MAMMOTH PASS (LADWP),daily,/cgi-progs/queryDaily?MAM,9300,37.61,119.033,MONO,OWENS R,http://cdec.water.ca.gov/
MHP,MAMMOTH PASS (USBR),daily,/cgi-progs/queryDaily?MHP,9300,37.61,119.033,MONO,OWENS R,http://cdec.water.ca.gov/
MNZ,MANZANITA LAKE (CDF),daily,/cgi-progs/queryDaily?MNZ,5750,40.543,121.582,SHASTA,SACTO VLY NE,http://cdec.water.ca.gov/
MAP,MAPEL RANCH,daily,/cgi-progs/queryDaily?MAP,2640,36.039,120.483,FRESNO,JACALITOS CR,http://cdec.water.ca.gov/
MAR,MARIPOSA CREEK DAM,daily,/cgi-progs/queryDaily?MAR,459,37.292,120.147,MARIPOSA,MERCED R,http://cdec.water.ca.gov/
MPG,MARIPOSA GROVE,daily,/cgi-progs/queryDaily?MPG,6400,37.5,119.6,MARIPOSA,MERCED R,http://cdec.water.ca.gov/
MRP,MARIPOSA RANGER STATION,daily,/cgi-progs/queryDaily?MRP,2250,37.504166,119.986946,MARIPOSA,MERCED R,http://cdec.water.ca.gov/
MRL,MARLETTE LAKE,daily,/cgi-progs/queryDaily?MRL,8000,39.173,119.905,State of Nevada,LAKE TAHOE,http://cdec.water.ca.gov/
MRZ,MARTINEZ,daily,/cgi-progs/queryDaily?MRZ,8,38.028,122.138,CONTRA COSTA,EAST BAY,http://cdec.water.ca.gov/
MRT,MARTIS CREEK RESERVOIR,daily,/cgi-progs/queryDaily?MRT,5745,39.327,120.113,NEVADA,TRUCKEE R,http://cdec.water.ca.gov/
MLD,MCCLOUD,daily,/cgi-progs/queryDaily?MLD,3280,41.25,122.133,SHASTA,MC CLOUD R,http://cdec.water.ca.gov/
MCL,MCCLOUD DAM (PG&E),daily,/cgi-progs/queryDaily?MCL,2690,41.13,122.071,SHASTA,MC CLOUD R,http://cdec.water.ca.gov/
MSS,MCCLOUD RIVER ABOVE SHASTA LAKE,daily,/cgi-progs/queryDaily?MSS,1100,40.958,122.219,SHASTA,MC CLOUD R,http://cdec.water.ca.gov/
MDW,MEADOW LAKE,daily,/cgi-progs/queryDaily?MDW,7200,39.417,120.508,NEVADA,YUBA R,http://cdec.water.ca.gov/
MBR,MEADOWBROOK (PG&E),daily,/cgi-progs/queryDaily?MBR,8021,37.082,118.863,FRESNO,KINGS R,http://cdec.water.ca.gov/
MNS,MEANS LAKE,daily,/cgi-progs/queryDaily?MNS,2900,34.391,116.517,SAN BERNARDINO,WHITEWATER R,http://cdec.water.ca.gov/
MED,MEDICINE LAKE,daily,/cgi-progs/queryDaily?MED,6700,41.5869,121.6131,SISKIYOU,PIT R,http://cdec.water.ca.gov/
MDZ,MENDEZ RANCH,daily,/cgi-progs/queryDaily?MDZ,322,38.062,120.924,STANISLAUS,CALAVERAS R,http://cdec.water.ca.gov/
POH,MERCED R AT POHONO BR NR YOSEMITE,daily,/cgi-progs/queryDaily?POH,3862,37.7168731689453,119.666275024414,MARIPOSA,MERCED R,http://cdec.water.ca.gov/
MRC,MERCED R NR MERCED FALLS,daily,/cgi-progs/queryDaily?MRC,311,37.522,120.331,MERCED,MERCED R,http://cdec.water.ca.gov/
CRS,MERCED RIVER AT CRESSY,daily,/cgi-progs/queryDaily?CRS,165,37.425,120.663,MERCED,MERCED R,http://cdec.water.ca.gov/
MBB,MERCED RIVER NEAR BRICEBURG,daily,/cgi-progs/queryDaily?MBB,1150,37.5989,119.9781,MARIPOSA,MERCED R,http://cdec.water.ca.gov/
MSN,MERCED RIVER NEAR SNELLING,daily,/cgi-progs/queryDaily?MSN,260,37.502,120.451,MERCED,MERCED R,http://cdec.water.ca.gov/
MST,MERCED RIVER NEAR STEVINSON,daily,/cgi-progs/queryDaily?MST,82,37.371,120.931,MERCED,MERCED R,http://cdec.water.ca.gov/
MCF,METCALF GAP,daily,/cgi-progs/queryDaily?MCF,3300,37.41,119.765,MADERA,FRESNO R,http://cdec.water.ca.gov/
MB3,MIDDLE BOULDER 3,daily,/cgi-progs/queryDaily?MB3,6200,41.225,122.811,SISKIYOU,SCOTT R,http://cdec.water.ca.gov/
MHR,MIDDLE RIVER AT HOWARD ROAD BRIDGE,daily,/cgi-progs/queryDaily?MHR,20,37.877,121.384,SAN JOAQUIN,SAN JOAQUIN R,http://cdec.water.ca.gov/
MDM,MIDDLE RIVER AT MIDDLE RIVER,daily,/cgi-progs/queryDaily?MDM,10,37.943,121.534,SAN JOAQUIN,DELTA,http://cdec.water.ca.gov/
MTB,MIDDLE RIVER AT TRACY BLVD,daily,/cgi-progs/queryDaily?MTB,20,37.881,121.456,SAN JOAQUIN,SAN JOAQUIN R,http://cdec.water.ca.gov/
ORH,MIDDLE YUBA RIVER BELOW OUR HOUSE DAM,daily,/cgi-progs/queryDaily?ORH,1958,39.412,120.997,YUBA,YUBA R,http://cdec.water.ca.gov/
MLC,MILL CREEK NEAR LA CANADA,daily,/cgi-progs/queryDaily?MLC,3510,34.383,118.067,LOS ANGELES,SAN GABRIEL R,http://cdec.water.ca.gov/
MLL,MILL CREEK NEAR YUCAIPA,daily,/cgi-progs/queryDaily?MLL,2950,34.083,117.035,SAN BERNARDINO,SANTA ANA R,http://cdec.water.ca.gov/
MIN,MINERAL,daily,/cgi-progs/queryDaily?MIN,4957,40.348,121.609,TEHAMA,SACTO VLY NE,http://cdec.water.ca.gov/
MIM,MINERAL (DWR-2),daily,/cgi-progs/queryDaily?MIM,4875,40.35,121.6,TEHAMA,SACTO VLY NE,http://cdec.water.ca.gov/
MNR,MINERAL (OBSERVER),daily,/cgi-progs/queryDaily?MNR,4875,40.35,121.6,TEHAMA,SACTO VLY NE,http://cdec.water.ca.gov/
MIC,MIOCENE CANAL,daily,/cgi-progs/queryDaily?MIC,1000,39.69,121.56,BUTTE,FEATHER R,http://cdec.water.ca.gov/
MTM,MITCHELL MEADOW,daily,/cgi-progs/queryDaily?MTM,9900,36.737,118.712,TULARE,KINGS R,http://cdec.water.ca.gov/
MCN,MOCCASIN,daily,/cgi-progs/queryDaily?MCN,938,37.82,120.3,TUOLUMNE,TUOLUMNE R,http://cdec.water.ca.gov/
MOJ,MOJAVE RIVER SINK,daily,/cgi-progs/queryDaily?MOJ,950,35.058,116.083,SAN BERNARDINO,MOJAVE R,http://cdec.water.ca.gov/
WBR,MOKELUMNE RIVER AT WOODBRIDGE,daily,/cgi-progs/queryDaily?WBR,46,38.159,121.302,SAN JOAQUIN,MOKELUMNE R,http://cdec.water.ca.gov/
MKM,MOKELUMNE-MOKELUMNE HILL,daily,/cgi-progs/queryDaily?MKM,575,38.313,120.719,AMADOR,MOKELUMNE R,http://cdec.water.ca.gov/
MNT,MONITOR PASS,daily,/cgi-progs/queryDaily?MNT,8350,38.67,119.615,ALPINE,CARSON R,http://cdec.water.ca.gov/
MOC,MONTCLAIR,daily,/cgi-progs/queryDaily?MOC,1208,34.094,117.682,SAN BERNARDINO,SAN ANTONIO CR (SOUTH COAST),http://cdec.water.ca.gov/
MTC,MONTECITO,daily,/cgi-progs/queryDaily?MTC,1500,34.46,119.643,SANTA BARBARA,S BARBARA COAST,http://cdec.water.ca.gov/
MTY,MONTEREY AIRPORT,daily,/cgi-progs/queryDaily?MTY,217,36.590557,121.847504,MONTEREY,CARMEL R,http://cdec.water.ca.gov/
MRN,MORMON ROCK,daily,/cgi-progs/queryDaily?MRN,3300,34.317,117.502,SAN BERNARDINO,LYTLE CR,http://cdec.water.ca.gov/
MCM,MORRISON CREEK AT MACK ROAD,daily,/cgi-progs/queryDaily?MCM,13,38.478,121.458,SACRAMENTO,SACRAMENTO R,http://cdec.water.ca.gov/
MTD,MOUNT DIABLO,daily,/cgi-progs/queryDaily?MTD,3849,37.8816,121.9141,CONTRA COSTA,EAST BAY,http://cdec.water.ca.gov/
MTE,MOUNT ELIZABETH,daily,/cgi-progs/queryDaily?MTE,4933,38.057,120.241,TUOLUMNE,TUOLUMNE R,http://cdec.water.ca.gov/
MSK,MOUNT ROSE SKI AREA,daily,/cgi-progs/queryDaily?MSK,8900,39.326,119.902,State of Nevada,LAKE TAHOE,http://cdec.water.ca.gov/
MTS,MOUNT SHASTA,daily,/cgi-progs/queryDaily?MTS,3545,41.313,122.316,SISKIYOU,SACRAMENTO R,http://cdec.water.ca.gov/
MSC,MOUNT SHASTA CITY,daily,/cgi-progs/queryDaily?MSC,3590,41.317,122.317,SISKIYOU,SACRAMENTO R,http://cdec.water.ca.gov/
MSM,MOUNT SHASTA CITY (DWR-2),daily,/cgi-progs/queryDaily?MSM,3590,41.317,122.317,SISKIYOU,SACRAMENTO R,http://cdec.water.ca.gov/
MNH,MOUNTAIN HOME,daily,/cgi-progs/queryDaily?MNH,5400,36.242,118.71,TULARE,TULE R,http://cdec.water.ca.gov/
MMW,MOUNTAIN MEADOWS,daily,/cgi-progs/queryDaily?MMW,5046,40.283,121.017,LASSEN,FEATHER R,http://cdec.water.ca.gov/
MTA,MT SHASTA,daily,/cgi-progs/queryDaily?MTA,3550,41.315,122.317,SISKIYOU,SACRAMENTO R,http://cdec.water.ca.gov/
MTZ,MT. ZION,daily,/cgi-progs/queryDaily?MTZ,2968,38.39,120.6525,AMADOR,MOKELUMNE R,http://cdec.water.ca.gov/
MVD,MUCK VALLEY DIVERSION (PG&E),daily,/cgi-progs/queryDaily?MVD,4300,41.015,121.155,SHASTA,PIT R,http://cdec.water.ca.gov/
MDL,MUD LAKE,daily,/cgi-progs/queryDaily?MDL,7900,38.615,120.14,AMADOR,MOKELUMNE R,http://cdec.water.ca.gov/
MSG,MUD SLOUGH NR GUSTINE,daily,/cgi-progs/queryDaily?MSG,70,37.2625,120.9056,MERCED,SAN JOAQUIN R,http://cdec.water.ca.gov/
MUD,MUD SPRINGS,daily,/cgi-progs/queryDaily?MUD,3400,40.717,123.283,TRINITY,TRINITY R,http://cdec.water.ca.gov/
MUM,MUMBO BASIN,daily,/cgi-progs/queryDaily?MUM,5650,41.197,122.523,TRINITY,TRINITY R,http://cdec.water.ca.gov/
NFW,N FK WILLOW CK NR SUGAR PINE,daily,/cgi-progs/queryDaily?NFW,5200,37.3978,119.5592,MADERA,SAN JOAQUIN R,http://cdec.water.ca.gov/
NAP,NAPA RIVER NEAR NAPA,daily,/cgi-progs/queryDaily?NAP,25,38.3682441711426,122.30330657959,NAPA,NAPA R,http://cdec.water.ca.gov/
STH,NAPA RIVER NEAR ST HELENA,daily,/cgi-progs/queryDaily?STH,195,38.5112991333008,122.455810546875,NAPA,NAPA R,http://cdec.water.ca.gov/
NTP,NATURE POINT,daily,/cgi-progs/queryDaily?NTP,5150,37.342,119.36,MADERA,SAN JOAQUIN R,http://cdec.water.ca.gov/
TAYLORSVILLE NELSON ST,TAY,daily,/cgi-progs/queryDaily?TAY,3540,40.0793,120.8357,PLUMAS,FEATHER R,http://cdec.water.ca.gov/
NVD,NEVADA CITY,daily,/cgi-progs/queryDaily?NVD,2781,39.25,121.001,NEVADA,YUBA R,http://cdec.water.ca.gov/
BUL,NEW BULLARDS BAR,daily,/cgi-progs/queryDaily?BUL,1965,39.393,121.14,YUBA,YUBA R,http://cdec.water.ca.gov/
EXC,NEW EXCHEQUER-LK MCCLURE,daily,/cgi-progs/queryDaily?EXC,879,37.585,120.27,MARIPOSA,MERCED R,http://cdec.water.ca.gov/
NHG,NEW HOGAN LAKE,daily,/cgi-progs/queryDaily?NHG,554,38.152,120.812,CALAVERAS,CALAVERAS R,http://cdec.water.ca.gov/
NMS,NEW MELONES,daily,/cgi-progs/queryDaily?NMS,1400,37.948,120.525,CALAVERAS,STANISLAUS R,http://cdec.water.ca.gov/
NML,NEW MELONES RESERVOIR,daily,/cgi-progs/queryDaily?NML,1135,37.9481,120.525,CALAVERAS,STANISLAUS R,http://cdec.water.ca.gov/
NCS,NEWCASTLE-PINEVIEW SCHOOL,daily,/cgi-progs/queryDaily?NCS,890,38.874,121.135,PLACER,AMERICAN R,http://cdec.water.ca.gov/
NHP,NEWHALL PASS,daily,/cgi-progs/queryDaily?NHP,2135,34.3369,118.5203,LOS ANGELES,SANTA CLARA R,http://cdec.water.ca.gov/
NFD,NF AMERICAN R AT NORTH FORK DAM,daily,/cgi-progs/queryDaily?NFD,715,38.9360084533691,121.023834228516,PLACER,AMERICAN R,http://cdec.water.ca.gov/
NLS,NOEL SPRING,daily,/cgi-progs/queryDaily?NLS,5100,39.538,122.667,GLENN,STONY CR,http://cdec.water.ca.gov/
NFR,NORTH FORK R S,daily,/cgi-progs/queryDaily?NFR,2630,37.233,119.5,MADERA,SAN JOAQUIN R,http://cdec.water.ca.gov/
NVC,NOVATO CREEK,daily,/cgi-progs/queryDaily?NVC,125,38.085,122.564,MARIN,SF BAY,http://cdec.water.ca.gov/
OMT,O&M REAL TIME MONITORING TEST STATION,daily,/cgi-progs/queryDaily?OMT,13,38.5755,121.4977,SACRAMENTO,SACRAMENTO R,http://cdec.water.ca.gov/
OKN,O'KANE (BLUE LAKE),daily,/cgi-progs/queryDaily?OKN,850,40.9059638977051,123.815338134766,HUMBOLDT,REDWOOD CR,http://cdec.water.ca.gov/
ONG,O'NEILL FOREBAY @ GIANELLI PUMPING PLANT,daily,/cgi-progs/queryDaily?ONG,0,37.0666,121.0719,MERCED,SAN JOAQUIN R,http://cdec.water.ca.gov/
OKB,OAK BOTTOM,daily,/cgi-progs/queryDaily?OKB,1326,40.651,122.606,SHASTA,SACRAMENTO R,http://cdec.water.ca.gov/
OKG,OAK GROVE,daily,/cgi-progs/queryDaily?OKG,2752,33.393,116.795,SAN DIEGO,SANTA MARGARITA R,http://cdec.water.ca.gov/
OKK,OAK KNOLL,daily,/cgi-progs/queryDaily?OKK,1940,41.833,123.833,DEL NORTE,SMITH R,http://cdec.water.ca.gov/
